PlayerId,Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP/G,ORB/G,DRB/G,TRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,PTS/G,Salary,ID,Tm_Id,AllStar
Anthony Davis NOP,2015,Anthony Davis,PF,21,NOP,4,4,172,28.5,0.613,0.023,0.414,5.9,22.1,14.2,9.3,1.5,6.1,11.2,30.8,0.6,0.1,0.7,0.184,0.3,4.9,5.2,0.3,47,87,0.54,0,2,0,47,85,0.553,0.54,32,36,0.889,9,35,44,8,5,12,13,12,126,43.0,2.25,8.75,11.0,2.0,1.25,3.0,3.25,3.0,31.5,5607240,203076,1610612740,1
Matthew Dellavedova CLE,2015,Matthew Dellavedova,SG,24,CLE,20,7,497,6.8,0.476,0.559,0.235,2.2,6.8,4.5,17.3,1,0,18.9,16.9,-0.1,0.3,0.2,0.02,-1.9,-1,-3,-0.1,47,136,0.346,24,76,0.316,23,60,0.383,0.434,25,32,0.781,10,31,41,53,9,0,35,52,143,24.85,0.5,1.55,2.05,2.65,0.45,0.0,1.75,2.6,7.15,816482,203521,1610612739,0
DeMar DeRozan TOR,2015,DeMar DeRozan,SG,25,TOR,4,4,159,15.7,0.463,0.1,0.213,3.4,15.2,8.9,26.5,1.9,0,10.3,27.5,0,0,0,-0.007,-2.4,0.9,-1.5,0,32,80,0.4,3,8,0.375,29,72,0.403,0.419,14,17,0.824,5,20,25,23,6,0,10,12,81,39.75,1.25,5.0,6.25,5.75,1.5,0.0,2.5,3.0,20.25,9500000,201942,1610612761,1
Boris Diaw SAS,2015,Boris Diaw,PF,32,SAS,7,0,198,16.5,0.528,0.254,0.183,6.8,16.7,11.6,20.6,1.3,1.2,10.5,19.4,0.4,0.2,0.5,0.127,1.1,2.7,3.8,0.3,34,71,0.479,4,18,0.222,30,53,0.566,0.507,9,13,0.692,13,30,43,25,5,3,9,24,81,28.285714285714285,1.8571428571428572,4.285714285714286,6.142857142857143,3.5714285714285716,0.7142857142857143,0.42857142857142855,1.2857142857142858,3.4285714285714284,11.571428571428571,7500000,2564,1610612759,0
Jared Dudley MIL,2015,Jared Dudley,SG,29,MIL,6,0,110,17.2,0.605,0.467,0.233,2.7,8.4,5.3,13,5.6,1.6,13.1,15.6,0.1,0.2,0.3,0.143,1.2,3.4,4.5,0.2,14,30,0.467,8,14,0.571,6,16,0.375,0.6,4,7,0.571,3,8,11,8,12,2,5,12,40,18.333333333333332,0.5,1.3333333333333333,1.8333333333333333,1.3333333333333333,2.0,0.3333333333333333,0.8333333333333334,2.0,6.666666666666667,4250000,201162,1610612764,0
Tim Duncan SAS,2015,Tim Duncan,C,38,SAS,7,7,250,24.2,0.595,0.011,0.378,7.9,26,16.6,16,1.8,3.1,6.3,20.1,0.8,0.4,1.2,0.229,2.6,5.1,7.7,0.6,53,90,0.589,0,1,0,53,89,0.596,0.589,19,34,0.559,19,59,78,23,9,10,7,26,125,35.714285714285715,2.7142857142857144,8.428571428571429,11.142857142857142,3.2857142857142856,1.2857142857142858,1.4285714285714286,1.0,3.7142857142857144,17.857142857142858,10000000,1495,1610612759,0
Monta Ellis DAL,2015,Monta Ellis,SG,29,DAL,5,5,197,19.5,0.543,0.27,0.18,2,6.5,4.2,21.9,2.4,1.2,11.8,28.2,0.4,0,0.4,0.094,1.6,0.7,2.3,0.2,52,111,0.468,11,30,0.367,41,81,0.506,0.518,15,20,0.75,4,12,16,26,10,3,16,18,130,39.4,0.8,2.4,3.2,5.2,2.0,0.6,3.2,3.6,26.0,8360000,101145,1610612754,0
Tyler Ennis MIL,2015,Tyler Ennis,PG,20,MIL,1,0,16,10.3,0.278,0.556,0,18.3,7.2,13.3,33.3,0,0,0,25.3,0,0,0,-0.076,2.8,-2.5,0.3,0,2,9,0.222,1,5,0.2,1,4,0.25,0.278,0,0,0,3,1,4,3,0,0,0,1,5,16.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,5.0,1590720,203898,1610612749,0
Tyreke Evans NOP,2015,Tyreke Evans,SG,25,NOP,4,4,125,10.8,0.396,0.256,0.395,2.7,14.8,8.9,24.3,2.1,0.7,10.6,20.6,-0.1,0,-0.1,-0.037,-4.8,3.6,-1.2,0,14,43,0.326,2,11,0.182,12,32,0.375,0.349,10,17,0.588,3,17,20,20,5,1,6,10,40,31.25,0.75,4.25,5.0,5.0,1.25,0.25,1.5,2.5,10.0,10763500,201936,1610612740,0
Festus Ezeli GSW,2015,Festus Ezeli,C,25,GSW,20,0,183,16.1,0.558,0,0.58,14.5,22.4,18.5,5.2,0.3,4.4,16.1,18.3,0.3,0.3,0.6,0.15,-2.1,0.6,-1.4,0,27,50,0.54,0,0,0,27,50,0.54,0.54,16,29,0.552,24,38,62,6,1,10,12,25,70,9.15,1.2,1.9,3.1,0.3,0.05,0.5,0.6,1.25,3.5,1112880,203105,1610612744,0
Raymond Felton DAL,2015,Raymond Felton,PG,30,DAL,3,1,36,7.6,0.337,0.267,0.2,2.8,17.8,10,14.7,0,0,0,18.6,0,0,0,-0.038,-5.6,-0.4,-6,0,4,15,0.267,0,4,0,4,11,0.364,0.267,3,3,1,1,6,7,4,0,0,0,1,11,12.0,0.3333333333333333,2.0,2.3333333333333335,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333,3.6666666666666665,3793693,101109,1610612742,0
Tim Frazier POR,2015,Tim Frazier,PG,24,POR,2,0,3,-32,0,0,0,0,0,0,0,0,0,50,30.6,-0.1,0,-0.1,-0.889,-31,-1.2,-32.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50734,204025,1610612740,0
Marc Gasol MEM,2015,Marc Gasol,C,30,MEM,11,11,416,21.3,0.496,0.011,0.489,4.9,25.4,15,20.5,1.3,4.2,6.8,25.8,0.8,0.6,1.4,0.161,0.8,5,5.8,0.8,71,180,0.394,0,2,0,71,178,0.399,0.394,75,88,0.852,19,94,113,49,10,19,16,33,217,37.81818181818182,1.7272727272727273,8.545454545454545,10.272727272727273,4.454545454545454,0.9090909090909091,1.7272727272727273,1.4545454545454546,3.0,19.727272727272727,15829688,201188,1610612763,0
Alonzo Gee POR,2015,Alonzo Gee,SF,27,POR,1,0,3,16.3,,,,0,36.5,18,47.9,0,0,,0,0,0,0,0.181,-5.3,2.7,-2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1063384,202087,1610612740,0
Manu Ginobili SAS,2015,Manu Ginobili,SG,37,SAS,7,0,131,17.1,0.527,0.512,0.535,3.2,16.8,9.8,36.4,1.6,3.6,20.9,23,0.2,0.2,0.3,0.117,0.7,3.2,3.9,0.2,15,43,0.349,8,22,0.364,7,21,0.333,0.442,18,23,0.783,4,20,24,32,4,6,14,19,56,18.714285714285715,0.5714285714285714,2.857142857142857,3.4285714285714284,4.571428571428571,0.5714285714285714,0.8571428571428571,2.0,2.7142857142857144,8.0,7000000,1938,1610612759,0
Drew Gooden WAS,2015,Drew Gooden,PF,33,WAS,10,0,178,12.5,0.51,0.426,0.213,8.2,24.8,16.8,7,0.6,4.4,17.3,20.1,0,0.3,0.3,0.083,-2.2,1.8,-0.4,0.1,23,61,0.377,12,26,0.462,11,35,0.314,0.475,10,13,0.769,13,42,55,8,2,10,14,21,68,17.8,1.3,4.2,5.5,0.8,0.2,1.0,1.4,2.1,6.8,1448000,2400,1610612764,0
Eric Gordon NOP,2015,Eric Gordon,SG,26,NOP,4,4,143,14.6,0.564,0.508,0.095,2.4,5.3,3.9,18.2,0.7,1.2,13,24.5,0.2,-0.1,0,0.008,0.1,0.1,0.2,0.1,28,63,0.444,13,32,0.406,15,31,0.484,0.548,5,6,0.833,2,7,9,15,2,2,10,11,74,35.75,0.5,1.75,2.25,3.75,0.5,0.5,2.5,2.75,18.5,14898938,201569,1610612740,0
Marcin Gortat WAS,2015,Marcin Gortat,C,30,WAS,10,10,307,19.4,0.642,0,0.279,9.9,20.9,15.6,12.1,1,2.8,14.2,16.3,0.8,0.5,1.3,0.202,2.4,3.1,5.6,0.6,54,86,0.628,0,0,0,54,86,0.628,0.628,16,24,0.667,27,61,88,22,6,11,16,29,124,30.7,2.7,6.1,8.8,2.2,0.6,1.1,1.6,2.9,12.4,10434782,101162,1610612764,0
Danny Green SAS,2015,Danny Green,SG,27,SAS,7,7,204,10.5,0.456,0.656,0.098,3.5,8.1,5.8,10.8,1.7,2.7,7.3,15.1,0.1,0.2,0.2,0.053,-0.7,2.9,2.2,0.2,21,61,0.344,12,40,0.3,9,21,0.429,0.443,4,6,0.667,7,15,22,15,7,7,5,12,58,29.142857142857142,1.0,2.142857142857143,3.142857142857143,2.142857142857143,1.0,1.0,0.7142857142857143,1.7142857142857142,8.285714285714286,4025000,201980,1610612759,0
Draymond Green GSW,2015,Draymond Green,PF,24,GSW,21,21,784,16.6,0.517,0.379,0.363,6.5,22.8,14.7,21.2,2.5,2.5,17.2,19.2,0.9,1.7,2.6,0.161,1.7,4.3,6,1.6,100,240,0.417,24,91,0.264,76,149,0.51,0.467,64,87,0.736,46,166,212,109,38,25,58,89,288,37.333333333333336,2.1904761904761907,7.904761904761905,10.095238095238095,5.190476190476191,1.8095238095238095,1.1904761904761905,2.761904761904762,4.238095238095238,13.714285714285714,915243,203110,1610612744,1
JaMychal Green MEM,2015,JaMychal Green,PF,24,MEM,5,0,8,16.8,0.347,0.5,1,0,42.2,20.7,0,6.5,11.4,0,16.4,0,0,0,0.143,-8.6,7.4,-1.1,0,0,2,0,0,1,0,0,1,0,0,2,2,1,0,3,3,0,1,1,0,1,2,1.6,0.0,0.6,0.6,0.0,0.2,0.2,0.0,0.2,0.4,59686,203210,1610612763,0
Jeff Green MEM,2015,Jeff Green,SF,28,MEM,11,2,298,7.9,0.41,0.167,0.241,3.3,16.2,9.6,10.2,0.9,1.5,11.8,20.8,-0.5,0.3,-0.2,-0.033,-4.9,1.6,-3.3,-0.1,36,108,0.333,4,18,0.222,32,90,0.356,0.352,22,26,0.846,9,43,52,19,5,5,16,18,98,27.09090909090909,0.8181818181818182,3.909090909090909,4.7272727272727275,1.7272727272727273,0.45454545454545453,0.45454545454545453,1.4545454545454546,1.6363636363636365,8.909090909090908,9445000,201145,1610612746,0
Blake Griffin LAC,2015,Blake Griffin,PF,25,LAC,14,14,557,24.8,0.557,0.026,0.387,7.3,26.1,16.8,27.3,1.2,2.2,12.3,28.5,1.5,0.6,2.1,0.179,2.6,3.8,6.4,1.2,140,274,0.511,1,7,0.143,139,267,0.521,0.513,76,106,0.717,38,140,178,86,14,14,45,43,357,39.785714285714285,2.7142857142857144,10.0,12.714285714285714,6.142857142857143,1.0,1.0,3.2142857142857144,3.0714285714285716,25.5,17674612,201933,1610612746,0
Tyler Hansbrough TOR,2015,Tyler Hansbrough,PF,29,TOR,4,2,48,3.5,0.37,0,0.8,2.2,12.6,7.1,8.6,2.1,1.8,22.8,8.2,0,0,0,-0.042,-8.4,3.9,-4.5,0,1,5,0.2,0,0,0,1,5,0.2,0.2,3,4,0.75,1,5,6,3,2,1,2,8,5,12.0,0.25,1.25,1.5,0.75,0.5,0.25,0.5,2.0,1.25,3326235,201946,1610612766,0
James Harden HOU,2015,James Harden,SG,25,HOU,17,17,636,24.8,0.62,0.364,0.605,2,13.7,7.9,35,2.1,0.9,17.1,29.5,2.3,0.3,2.7,0.202,5.8,1.7,7.5,1.5,129,294,0.439,41,107,0.383,88,187,0.471,0.509,163,178,0.916,12,85,97,128,28,7,77,49,462,37.411764705882355,0.7058823529411765,5.0,5.705882352941177,7.529411764705882,1.6470588235294117,0.4117647058823529,4.529411764705882,2.8823529411764706,27.176470588235293,14728844,201935,1610612745,1
Devin Harris DAL,2015,Devin Harris,PG,31,DAL,4,0,74,5.8,0.445,0.478,0.391,1.3,10.1,5.6,7.1,1.3,0,12.9,17.1,0,0,0,-0.031,-4.5,0.3,-4.2,0,8,23,0.348,0,11,0,8,12,0.667,0.348,8,9,0.889,1,7,8,4,2,0,4,10,24,18.5,0.25,1.75,2.0,1.0,0.5,0.0,1.0,2.5,6.0,3878000,2734,1610612742,0
Joe Harris CLE,2015,Joe Harris,SG,23,CLE,6,0,16,10.9,0.515,0.5,0.667,0,6.8,3.4,10.7,0,0,11.4,24.8,0,0,0,0.064,-2.1,-4.8,-6.9,0,2,6,0.333,1,3,0.333,1,3,0.333,0.417,3,4,0.75,0,1,1,1,0,0,1,1,8,2.6666666666666665,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,1.3333333333333333,884879,203925,1610612739,0
Spencer Hawes LAC,2015,Spencer Hawes,PF,26,LAC,8,0,57,18.8,0.643,0.353,0.118,5.6,18.2,12,13.3,1.7,4.5,5.3,14.4,0.2,0.1,0.3,0.216,1.9,3.3,5.2,0.1,9,17,0.529,3,6,0.5,6,11,0.545,0.618,2,2,1,3,10,13,5,2,3,1,12,23,7.125,0.375,1.25,1.625,0.625,0.25,0.375,0.125,1.5,2.875,5305000,201150,1610612766,0
John Henson MIL,2015,John Henson,C,24,MIL,6,0,153,17.4,0.562,0.024,0.341,13.4,20.5,16.6,4.9,1.7,5.8,18.9,17.1,0.1,0.2,0.3,0.087,-2.9,3.3,0.3,0.1,24,41,0.585,0,1,0,24,40,0.6,0.585,5,14,0.357,21,27,48,4,5,10,11,14,53,25.5,3.5,4.5,8.0,0.6666666666666666,0.8333333333333334,1.6666666666666667,1.8333333333333333,2.3333333333333335,8.833333333333334,1987320,203089,1610612749,0
Jrue Holiday NOP,2015,Jrue Holiday,PG,24,NOP,3,0,55,13.6,0.458,0.211,0.211,4.1,2,3,36.7,1.9,1.6,19.4,21.4,0,0,0,-0.027,-4.1,0,-4.1,0,7,19,0.368,1,4,0.25,6,15,0.4,0.395,4,4,1,2,1,3,13,2,1,5,3,19,18.333333333333332,0.6666666666666666,0.3333333333333333,1.0,4.333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,6.333333333333333,9904495,201950,1610612740,0
Justin Holiday GSW,2015,Justin Holiday,SG,25,GSW,5,0,11,1.9,0.75,0.5,0,0,9.8,5,13.1,0,0,50,16.3,0,0,0,-0.078,-6.1,-2.2,-8.3,0,1,2,0.5,1,1,1,0,1,0,0.75,0,0,0,0,1,1,1,0,0,2,1,3,2.2,0.0,0.2,0.2,0.2,0.0,0.0,0.4,0.2,0.6,816482,203200,1610612741,0
Al Horford ATL,2015,Al Horford,C,28,ATL,16,16,522,19.8,0.525,0.043,0.095,8.2,20.1,14.2,20.4,1.3,3.6,10.2,21.4,0.8,0.7,1.5,0.141,0.6,2.7,3.3,0.7,107,211,0.507,2,9,0.222,105,202,0.52,0.512,15,20,0.75,40,98,138,59,13,23,25,34,231,32.625,2.5,6.125,8.625,3.6875,0.8125,1.4375,1.5625,2.125,14.4375,12000000,201143,1610612737,1
Dwight Howard HOU,2015,Dwight Howard,C,29,HOU,17,17,574,20.4,0.546,0,0.907,11.3,31.4,21.5,5.9,1.9,5.4,12.7,21.2,0.6,0.9,1.5,0.126,-2.9,4.8,1.9,0.6,105,182,0.577,0,0,0,105,182,0.577,0.577,68,165,0.412,62,176,238,20,23,39,37,60,278,33.76470588235294,3.6470588235294117,10.352941176470589,14.0,1.1764705882352942,1.3529411764705883,2.2941176470588234,2.176470588235294,3.5294117647058822,16.352941176470587,21436271,2730,1610612745,0
Kris Humphries WAS,2015,Kris Humphries,PF,29,WAS,1,0,5,21.6,1,0,0,0,63.1,32.6,0,0,0,0,8.9,0,0,0,0.296,-3.6,-5.4,-8.9,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,3,3,0,0,0,0,1,2,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,4300000,2743,1610612737,0
Andre Iguodala GSW,2015,Andre Iguodala,SF,31,GSW,21,3,635,15.4,0.546,0.48,0.38,2.8,13.2,8.1,18,2,0.9,6.6,15.1,1.3,1,2.2,0.17,2.9,1.3,4.1,1,81,171,0.474,29,82,0.354,52,89,0.584,0.558,27,65,0.415,16,78,94,75,25,7,14,42,218,30.238095238095237,0.7619047619047619,3.7142857142857144,4.476190476190476,3.5714285714285716,1.1904761904761905,0.3333333333333333,0.6666666666666666,2.0,10.380952380952381,12289544,2738,1610612744,0
Kyrie Irving CLE,2015,Kyrie Irving,PG,22,CLE,13,13,464,20.9,0.573,0.324,0.373,2.4,8.6,5.6,20.1,1.9,2,8.5,23,1.5,0.5,2,0.209,3.9,0.7,4.6,0.8,81,185,0.438,27,60,0.45,54,125,0.432,0.511,58,69,0.841,10,37,47,50,17,11,20,29,247,35.69230769230769,0.7692307692307693,2.8461538461538463,3.6153846153846154,3.8461538461538463,1.3076923076923077,0.8461538461538461,1.5384615384615385,2.230769230769231,19.0,7070730,202681,1610612739,0
LeBron James CLE,2015,LeBron James,SF,30,CLE,20,20,844,25.3,0.487,0.202,0.307,4.9,24.3,14.7,45.2,2.1,2.1,11.7,37.6,1.6,1.5,3,0.173,5.9,5.1,11,2.7,227,544,0.417,25,110,0.227,202,434,0.465,0.44,122,167,0.731,37,189,226,169,33,21,82,58,601,42.2,1.85,9.45,11.3,8.45,1.65,1.05,4.1,2.9,30.05,20644400,2544,1610612739,1
Richard Jefferson DAL,2015,Richard Jefferson,SF,34,DAL,4,2,51,3.5,0.504,0.571,0.143,0,4.2,2,2.6,1.8,0,16.8,14.3,0,0,0,-0.032,-4.2,0.4,-3.8,0,5,14,0.357,3,8,0.375,2,6,0.333,0.464,2,2,1,0,2,2,1,2,0,3,9,15,12.75,0.0,0.5,0.5,0.25,0.5,0.0,0.75,2.25,3.75,1448490,2210,1610612739,0
John Jenkins ATL,2015,John Jenkins,SG,23,ATL,4,0,21,19,0.833,0.667,0,5.1,10.2,7.6,0,0,0,0,13,0.1,0,0.1,0.202,3.7,-6,-2.2,0,4,6,0.667,2,4,0.5,2,2,1,0.833,0,0,0,1,2,3,0,0,0,0,2,10,5.25,0.25,0.5,0.75,0.0,0.0,0.0,0.0,0.5,2.5,1312920,203098,1610612756,0
Jonas Jerebko BOS,2015,Jonas Jerebko,PF,27,BOS,4,0,68,3.3,0.346,0.267,0.133,6.3,16.5,11.3,2.3,1.5,1.4,15.9,12.4,-0.1,0,-0.1,-0.073,-7.4,2.8,-4.6,0,5,15,0.333,0,4,0,5,11,0.455,0.333,1,2,0.5,4,10,14,1,2,1,3,9,11,17.0,1.0,2.5,3.5,0.25,0.5,0.25,0.75,2.25,2.75,4500000,201973,1610612738,0
Amir Johnson TOR,2015,Amir Johnson,PF,27,TOR,4,2,112,16,0.671,0.034,0.414,6.7,22.7,14.2,6.3,0.5,2.3,17,16.6,0.2,0,0.2,0.089,-2.9,1.5,-1.4,0,20,29,0.69,0,1,0,20,28,0.714,0.69,6,12,0.5,7,21,28,4,1,3,7,16,46,28.0,1.75,5.25,7.0,1.0,0.25,0.75,1.75,4.0,11.5,7000000,101161,1610612738,0
James Johnson TOR,2015,James Johnson,PF,27,TOR,2,0,12,-3.9,0.231,0,1,0,20.1,9.5,14.4,0,0,0,32.4,-0.1,0,-0.1,-0.439,-15.7,-3.4,-19,-0.1,2,6,0.333,0,0,0,2,6,0.333,0.333,0,6,0,0,2,2,1,0,0,0,0,4,6.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0,2500000,201949,1610612761,0
James Jones CLE,2015,James Jones,SF,34,CLE,20,0,311,7.9,0.536,0.853,0.187,0.4,9.8,5.1,4.6,1.4,0.8,5.8,12.6,0.4,0.3,0.6,0.1,-0.3,-0.2,-0.5,0.1,26,75,0.347,22,64,0.344,4,11,0.364,0.493,13,14,0.929,1,28,29,9,8,3,5,42,87,15.55,0.05,1.4,1.45,0.45,0.4,0.15,0.25,2.1,4.35,1448490,2592,1610612739,0
Terrence Jones HOU,2015,Terrence Jones,PF,23,HOU,17,9,401,12.9,0.473,0.119,0.34,7.6,13.3,10.5,6.9,0.9,2.4,8,20.7,0.2,0.1,0.3,0.037,-3.7,1.1,-2.6,-0.1,67,159,0.421,3,19,0.158,64,140,0.457,0.431,36,54,0.667,29,52,81,17,8,12,16,31,173,23.58823529411765,1.7058823529411764,3.0588235294117645,4.764705882352941,1.0,0.47058823529411764,0.7058823529411765,0.9411764705882353,1.8235294117647058,10.176470588235293,1618680,203093,1610612745,0
DeAndre Jordan LAC,2015,DeAndre Jordan,C,26,LAC,14,14,482,20.7,0.61,0,1.938,10.9,29.7,20.4,4.8,1.6,5.9,10.2,15,1.2,0.8,1.9,0.192,-0.6,5,4.4,0.8,58,81,0.716,0,0,0,58,81,0.716,0.716,67,157,0.427,49,138,187,16,16,33,17,42,183,34.42857142857143,3.5,9.857142857142858,13.357142857142858,1.1428571428571428,1.1428571428571428,2.357142857142857,1.2142857142857142,3.0,13.071428571428571,11440124,201599,1610612746,0
Cory Joseph SAS,2015,Cory Joseph,PG,23,SAS,4,0,22,17.3,0.799,0,0.333,0,5,2.4,0,0,3.6,12.7,16.1,0,0,0.1,0.122,-1,-0.3,-1.4,0,5,6,0.833,0,0,0,5,6,0.833,0.833,1,2,0.5,0,1,1,0,0,1,1,2,11,5.5,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.5,2.75,2023261,202709,1610612761,0
Chris Kaman POR,2015,Chris Kaman,C,32,POR,3,0,37,11.7,0.533,0,0.125,14.4,26.7,20.5,13.8,0,0,26.2,14.2,0,0,0,0.056,-3.5,2.5,-1,0,4,8,0.5,0,0,0,4,8,0.5,0.5,1,1,1,5,9,14,3,0,0,3,5,9,12.333333333333334,1.6666666666666667,3.0,4.666666666666667,1.0,0.0,0.0,1.0,1.6666666666666667,3.0,4800000,2549,1610612757,0
Kyle Korver ATL,2015,Kyle Korver,SG,33,ATL,14,14,526,11.3,0.557,0.827,0.12,0.2,14.1,7.1,9.5,2,2.3,13,13.9,0.2,0.7,0.8,0.077,0,1.7,1.8,0.5,52,133,0.391,39,110,0.355,13,23,0.565,0.538,13,16,0.813,1,69,70,33,20,15,21,27,156,37.57142857142857,0.07142857142857142,4.928571428571429,5.0,2.357142857142857,1.4285714285714286,1.0714285714285714,1.5,1.9285714285714286,11.142857142857142,6253521,2594,1610612737,0
Kosta Koufos MEM,2015,Kosta Koufos,C,25,MEM,11,0,127,19,0.557,0,0.161,16.2,17.7,16.9,5.2,1.6,4.3,2.9,12.3,0.3,0.2,0.5,0.198,1.1,3.9,5,0.2,17,31,0.548,0,0,0,17,31,0.548,0.548,3,5,0.6,19,20,39,4,4,6,1,14,37,11.545454545454545,1.7272727272727273,1.8181818181818181,3.5454545454545454,0.36363636363636365,0.36363636363636365,0.5454545454545454,0.09090909090909091,1.2727272727272727,3.3636363636363638,3000000,201585,1610612758,0
Courtney Lee MEM,2015,Courtney Lee,SG,29,MEM,11,11,367,15.5,0.663,0.3,0.23,0.9,7.7,4.2,11,1.7,0,10.6,15.3,0.9,0.2,1.1,0.145,2.7,1.1,3.8,0.5,55,100,0.55,14,30,0.467,41,70,0.586,0.62,22,23,0.957,3,25,28,24,12,0,13,24,146,33.36363636363637,0.2727272727272727,2.272727272727273,2.5454545454545454,2.1818181818181817,1.0909090909090908,0.0,1.1818181818181819,2.1818181818181817,13.272727272727273,5450000,201584,1610612766,0
David Lee GSW,2015,David Lee,PF,31,GSW,13,0,107,14.1,0.429,0,0.375,11.3,23.1,17.3,11.8,1.4,1.5,4.1,20.4,0.1,0.2,0.3,0.133,-2.3,0.5,-1.8,0,16,40,0.4,0,0,0,16,40,0.4,0.4,8,15,0.533,11,23,34,8,3,2,2,17,40,8.23076923076923,0.8461538461538461,1.7692307692307692,2.6153846153846154,0.6153846153846154,0.23076923076923078,0.15384615384615385,0.15384615384615385,1.3076923076923077,3.076923076923077,15012000,101135,1610612742,0
Kawhi Leonard SAS,2015,Kawhi Leonard,SF,23,SAS,7,7,250,19.9,0.571,0.239,0.321,5.4,17.2,11.1,12.5,1.6,1.3,10.8,25,0.5,0.2,0.7,0.143,1.6,1.9,3.5,0.3,52,109,0.477,11,26,0.423,41,83,0.494,0.528,27,35,0.771,13,39,52,18,8,4,15,18,142,35.714285714285715,1.8571428571428572,5.571428571428571,7.428571428571429,2.5714285714285716,1.1428571428571428,0.5714285714285714,2.142857142857143,2.5714285714285716,20.285714285714285,2894059,202695,1610612759,1
Meyers Leonard POR,2015,Meyers Leonard,C,22,POR,5,0,106,19.6,0.891,0.619,0.095,6,27.9,16.8,8.4,1,1.2,12.1,10.8,0.4,0.1,0.5,0.232,3.5,3,6.5,0.2,14,21,0.667,10,13,0.769,4,8,0.5,0.905,1,2,0.5,6,27,33,5,2,2,3,17,39,21.2,1.2,5.4,6.6,1.0,0.4,0.4,0.6,3.4,7.8,2317920,203086,1610612757,0
Jon Leuer MEM,2015,Jon Leuer,PF,25,MEM,4,0,9,22.4,0.5,0,0,24,37.5,30.6,0,0,0,0,20.3,0,0,0,0.193,-3,-7.8,-10.8,0,2,4,0.5,0,0,0,2,4,0.5,0.5,0,0,0,2,3,5,0,0,0,0,1,4,2.25,0.5,0.75,1.25,0.0,0.0,0.0,0.0,0.25,1.0,967500,202720,1610612756,0
Damian Lillard POR,2015,Damian Lillard,PG,24,POR,5,5,201,15,0.491,0.323,0.333,1.1,9.8,5.4,22.8,0.5,1,9.8,27.8,0.1,0,0.2,0.038,0.1,-0.2,-0.1,0.1,39,96,0.406,5,31,0.161,34,65,0.523,0.432,25,32,0.781,2,18,20,23,2,3,12,15,108,40.2,0.4,3.6,4.0,4.6,0.4,0.6,2.4,3.0,21.6,3340920,203081,1610612757,0
Shaun Livingston GSW,2015,Shaun Livingston,PG,29,GSW,21,0,375,11.5,0.583,0.013,0.316,3.8,10.9,7.4,15.1,1.1,1.1,18.9,13.3,0.5,0.5,0.9,0.118,-1.2,0.7,-0.5,0.1,42,79,0.532,0,1,0,42,78,0.538,0.532,21,25,0.84,13,38,51,38,8,5,21,32,105,17.857142857142858,0.6190476190476191,1.8095238095238095,2.4285714285714284,1.8095238095238095,0.38095238095238093,0.23809523809523808,1.0,1.5238095238095237,5.0,5305000,2733,1610612744,0
Robin Lopez POR,2015,Robin Lopez,C,26,POR,5,5,117,11.6,0.702,0,0.533,8.2,12.2,10.2,4.1,0.4,2.8,21.3,9.2,0.2,0.1,0.3,0.11,-2.1,3.5,1.4,0.1,9,15,0.6,0,0,0,9,15,0.6,0.6,8,8,1,9,13,22,3,1,5,5,15,26,23.4,1.8,2.6,4.4,0.6,0.2,1.0,1.0,3.0,5.2,6124728,201577,1610612752,0
Kevin Love CLE,2015,Kevin Love,PF,26,CLE,4,4,107,20,0.577,0.512,0.463,6.3,22.3,14.4,16.9,0.5,1.6,10.8,23.5,0.3,0.1,0.5,0.208,3.3,0,3.3,0.1,17,41,0.415,9,21,0.429,8,20,0.4,0.524,14,19,0.737,6,22,28,10,1,2,6,12,57,26.75,1.5,5.5,7.0,2.5,0.25,0.5,1.5,3.0,14.25,15719062,201567,1610612739,0
